Consumer_Email_Key,Consumer_Email_Last_Update_Source_System_Key,Consumer_Email_Last_Opt_In_Opt_Out_Update_Source_System_Key,Consumer_Key,Consumer_Email_Type_Code_Key,Consumer_Email_Record_Valid_From_Date,Consumer_Email_Record_Valid_To_Date,Consumer_Email_Address_Name,Consumer_Email_Current_Record_Indicator,Consumer_Email_Technical_Validity_Indicator,Consumer_Email_Opt_In_Opt_Out_Indicator,Consumer_Email_Opt_In_Opt_Out_Update_Date,Consumer_Email_Source_Last_Update_Date,Consumer_Email_Ip_Location_Name,Consumer_Email_Melissa_Result_Code,Consumer_Email_Melissa_Quality_Score_Code,Consumer_Email_Melissa_Deliverability_Confidence_Score_Number,Consumer_Email_Melissa_Privacy_Indicator,Consumer_Email_Last_Click_Timestamp,Consumer_Email_Subscription_Date,Consumer_Email_Record_Created_Timestamp,Consumer_Email_Record_Modified_Timestamp
782,531,808,7703124,338,2023-05-16,2023-06-23,william80@example.org,0,1,0,2022-01-28,2022-08-07,134.69.208.56,null,Valid,182,1,2023-10-27 00:00:00.000000,2023-07-04,2021-02-19 20:59:14.126633,2022-12-13 16:14:40.864129
524,921,597,7708620,688,2023-11-03,2023-11-09,powellmercedes@example.org,1,1,0,2021-08-20,2023-03-31,179.34.15.234,null,Valid,916,1,2023-06-23 00:00:00.000000,2021-11-19,2023-08-20 02:52:44.039924,2024-01-21 21:24:34.633845
144,339,328,7713025,116,2023-07-02,2023-08-04,sharonleonard@example.com,0,0,0,2023-08-07,2023-08-19,60.161.233.4,null,Suspicious,365,0,2023-06-03 00:00:00.000000,2023-09-02,2023-04-09 09:00:59.881402,2023-04-30 11:21:38.964736
466,474,989,7721515,88,2023-01-10,2023-11-21,shelby78@example.com,1,0,0,2021-04-13,2021-08-13,193.195.44.163,null,Invalid,412,0,2022-10-14 00:00:00.000000,2022-12-08,2022-02-08 09:12:25.692047,2022-12-10 14:17:35.450408
504,33,21,7722243,605,2022-03-18,2023-03-15,annette87@example.com,0,1,0,2022-04-21,2023-02-02,94.74.214.164,null,Valid,394,0,2022-06-22 00:00:00.000000,2021-05-20,2022-04-04 14:44:49.156411,2023-11-23 18:40:05.050818
239,686,1,7727924,129,2021-12-01,2022-06-25,hoffmanscott@example.com,0,0,0,2021-09-28,2021-04-02,88.166.90.216,null,Valid,868,1,2021-05-03 00:00:00.000000,2023-01-15,2022-08-17 15:56:00.411794,2023-08-21 09:37:25.285068
368,155,578,7731736,896,2023-02-20,2023-08-17,williamblevins@example.org,0,0,1,2021-07-14,2023-07-27,135.76.163.31,null,Suspicious,761,1,2022-08-02 00:00:00.000000,2021-06-22,2023-09-07 22:39:58.234448,2024-01-19 19:53:16.961639
749,958,815,7754823,612,2023-02-13,2023-08-24,pratthailey@example.org,0,1,1,2021-06-03,2023-03-31,93.70.207.39,null,Suspicious,309,1,2023-07-02 00:00:00.000000,2023-12-11,2022-02-20 12:37:38.714057,2023-02-23 23:58:39.596019
119,309,178,7761464,588,2021-08-22,2021-11-09,jasonhood@example.com,0,1,1,2023-01-09,2023-02-26,97.191.95.24,null,Valid,584,0,2021-10-02 00:00:00.000000,2021-03-31,2021-04-24 00:20:43.306388,2022-04-19 10:13:35.095194
135,120,324,7771498,555,2021-02-17,2023-10-22,cheyenne00@example.com,1,1,0,2022-09-01,2022-09-14,186.157.28.112,null,Valid,152,1,2021-09-28 00:00:00.000000,2022-12-19,2021-02-13 03:26:25.026770,2023-11-21 10:16:58.219473
591,733,51,7773863,512,2021-04-02,2023-11-25,juan28@example.org,1,1,1,2021-02-28,2022-09-25,101.201.163.174,null,Suspicious,791,1,2023-11-24 00:00:00.000000,2023-02-21,2022-09-29 15:31:42.122134,2023-01-10 09:52:34.617111
348,359,118,7788313,480,2021-12-19,2023-05-27,ramirezfrank@example.net,0,0,0,2023-10-30,2021-02-11,115.127.197.162,null,Valid,436,0,2021-05-14 00:00:00.000000,2023-03-12,2023-12-04 11:23:34.151683,2023-12-25 22:57:40.125737
832,174,266,7795391,600,2023-06-16,2024-01-12,joshuapace@example.net,0,0,1,2023-02-11,2021-03-21,209.149.60.11,null,Valid,858,1,2022-06-02 00:00:00.000000,2021-07-24,2021-03-23 09:28:11.789781,2023-05-23 02:51:26.241471
682,5,737,7799131,438,2023-06-20,2023-10-28,lewischristian@example.com,1,1,0,2022-01-10,2022-09-23,90.14.191.27,null,Invalid,65,0,2021-05-20 00:00:00.000000,2021-09-05,2022-04-21 05:39:28.959193,2023-12-07 19:35:57.156977
885,294,162,7802799,224,2022-02-13,2023-02-20,melissa06@example.com,0,0,0,2021-05-24,2023-05-06,79.135.212.69,null,Valid,265,1,2022-04-13 00:00:00.000000,2021-04-23,2023-09-14 08:22:22.602751,2023-12-29 04:12:00.040709
843,860,582,7815707,242,2023-12-20,2024-01-10,daniel24@example.org,1,1,0,2021-01-31,2022-03-18,113.31.180.12,null,Suspicious,150,1,2023-02-05 00:00:00.000000,2022-01-09,2021-09-26 12:05:42.714525,2023-06-03 09:01:18.950986
97,479,893,7852767,864,2023-08-08,2023-09-20,markclark@example.org,0,0,0,2023-05-02,2021-07-24,212.249.84.205,null,Valid,224,0,2023-08-31 00:00:00.000000,2023-11-12,2023-06-26 18:18:37.653937,2023-11-29 11:08:24.914264
531,499,70,7859744,295,2021-02-18,2022-05-02,marysmith@example.com,0,0,0,2022-03-06,2022-02-08,187.164.6.118,null,Valid,591,0,2023-01-09 00:00:00.000000,2022-03-01,2022-03-17 02:20:49.196636,2023-01-30 11:32:57.969151
294,299,158,7876969,733,2022-08-02,2023-06-01,phughes@example.com,1,1,1,2021-03-16,2021-04-29,112.21.109.254,null,Invalid,661,1,2021-11-22 00:00:00.000000,2022-04-16,2022-03-08 04:28:55.465655,2022-12-23 15:58:41.787642
809,4,139,7889804,570,2023-06-27,2024-01-12,benjamin41@example.com,1,0,1,2021-09-30,2022-03-07,168.56.154.104,null,Invalid,504,0,2021-04-11 00:00:00.000000,2023-05-29,2023-09-02 08:19:09.204587,2023-10-12 03:30:39.042647
308,654,669,7896398,399,2021-04-12,2021-09-01,rcarlson@example.com,0,0,1,2021-12-15,2022-01-19,133.50.88.200,null,Valid,857,0,2022-12-24 00:00:00.000000,2021-05-13,2021-03-25 11:50:03.613478,2021-06-03 13:18:43.211549
237,435,922,7905784,515,2021-02-23,2023-06-07,thenry@example.com,0,0,0,2023-06-16,2021-07-09,98.193.154.204,null,Valid,127,0,2023-12-04 00:00:00.000000,2023-12-26,2024-01-05 14:44:51.388808,2024-01-07 05:38:05.281831
386,557,82,7934696,618,2021-03-28,2021-11-02,richardmatthews@example.net,0,1,1,2022-02-23,2023-10-31,126.149.168.61,null,Suspicious,568,1,2022-10-27 00:00:00.000000,2022-06-09,2021-04-06 08:37:53.518228,2021-08-09 16:42:58.995860
886,233,189,7935744,308,2021-04-03,2023-09-22,allenjordan@example.net,0,0,0,2023-05-12,2022-02-08,34.99.175.43,null,Valid,228,1,2023-03-31 00:00:00.000000,2022-06-03,2021-12-21 06:21:09.881924,2022-07-13 01:47:07.812193
737,448,339,7941116,214,2022-07-29,2024-01-10,amberguerrero@example.org,0,1,1,2022-07-26,2022-10-04,184.115.130.199,null,Valid,894,1,2023-11-30 00:00:00.000000,2022-11-10,2023-07-08 16:37:48.134730,2023-10-19 04:32:24.126542
344,852,808,7952730,906,2021-10-07,2023-08-24,christopher61@example.net,0,0,0,2023-12-03,2022-01-07,129.108.85.147,null,Valid,848,0,2022-05-07 00:00:00.000000,2023-11-10,2021-08-10 22:17:40.757594,2021-12-24 13:08:09.898144
813,737,104,7965206,832,2021-07-04,2022-03-16,paige89@example.org,1,0,0,2021-05-26,2021-10-11,65.174.121.105,null,Valid,226,1,2024-01-08 00:00:00.000000,2023-07-16,2021-05-05 15:36:57.125351,2021-07-17 14:28:35.914405
933,487,606,7967010,461,2023-05-30,2023-09-15,tinajensen@example.com,0,0,0,2021-11-07,2022-10-14,221.41.70.211,null,Invalid,440,0,2023-10-31 00:00:00.000000,2022-05-15,2021-05-20 15:54:26.782325,2022-12-19 22:30:17.016056
937,311,831,7983223,466,2022-08-12,2023-10-01,robert11@example.com,1,1,1,2022-11-14,2023-01-24,175.139.246.56,null,Valid,941,0,2022-07-06 00:00:00.000000,2021-04-30,2022-02-15 12:34:10.734693,2022-06-07 07:15:20.168670
217,584,758,7996138,668,2021-10-02,2022-06-18,jbrooks@example.net,1,0,0,2022-11-16,2023-05-20,139.252.216.189,null,Valid,684,0,2022-08-05 00:00:00.000000,2021-06-18,2022-01-14 02:21:48.673108,2022-09-02 12:44:35.304889
505,461,248,8025618,949,2022-08-09,2022-11-13,robinsonjessica@example.net,0,0,0,2023-03-17,2022-01-10,52.172.203.14,null,Valid,962,0,2023-09-18 00:00:00.000000,2021-08-31,2022-11-27 09:25:19.250342,2024-01-09 07:46:39.858994
756,471,664,8043236,72,2023-08-20,2023-10-29,sandra89@example.org,0,0,0,2022-03-31,2021-01-31,38.106.53.111,null,Valid,339,0,2022-10-27 00:00:00.000000,2022-12-01,2022-04-25 05:29:30.276508,2023-03-16 16:52:40.306213
665,662,689,8046707,350,2021-07-04,2023-11-21,greermark@example.org,0,1,1,2021-11-18,2022-12-30,144.189.144.250,null,Valid,81,0,2021-12-19 00:00:00.000000,2021-11-22,2021-08-28 09:36:34.139853,2022-04-25 04:05:44.409645
99,439,449,8059289,464,2022-07-07,2022-07-12,crystal84@example.net,1,1,0,2023-12-05,2022-01-25,140.212.71.234,null,Valid,302,1,2023-07-30 00:00:00.000000,2021-08-28,2022-03-27 04:41:51.907400,2023-11-26 03:54:39.904824
118,192,465,8078240,578,2023-01-28,2023-08-21,robinhammond@example.com,1,0,1,2022-09-11,2022-04-05,193.216.252.75,null,Invalid,944,1,2022-09-27 00:00:00.000000,2021-05-13,2022-09-23 22:45:31.978487,2023-05-19 14:34:28.939758
244,619,567,8082782,688,2023-11-21,2023-12-07,nbecker@example.org,1,1,1,2023-01-31,2021-09-05,19.174.123.216,null,Suspicious,517,0,2023-09-14 00:00:00.000000,2022-11-23,2021-01-27 14:12:29.714659,2021-05-28 07:40:28.572968
598,373,141,8084171,729,2022-10-04,2023-10-27,kyle60@example.com,0,1,1,2021-11-14,2022-05-14,44.10.89.212,null,Valid,383,0,2022-01-15 00:00:00.000000,2022-01-12,2023-08-30 15:49:18.629151,2024-01-21 22:47:46.491508
203,724,310,8095754,829,2021-02-13,2023-11-13,youngdylan@example.net,0,1,1,2023-03-27,2022-03-26,136.115.122.104,null,Valid,888,1,2021-10-01 00:00:00.000000,2021-02-14,2021-12-21 21:36:34.186151,2022-03-27 16:07:22.111478
660,620,355,8107694,99,2022-12-27,2023-04-20,geoffreyyoung@example.org,0,1,0,2022-07-08,2023-01-03,206.91.238.3,null,Invalid,501,1,2022-01-11 00:00:00.000000,2021-10-04,2023-08-16 04:48:15.196746,2024-01-08 08:18:29.458595
342,769,339,8111003,427,2023-08-25,2023-09-18,maryross@example.org,0,0,0,2023-11-17,2022-07-22,83.177.172.159,null,Valid,679,1,2023-01-28 00:00:00.000000,2023-03-08,2023-07-28 04:21:41.114010,2023-09-27 03:41:26.358732
563,128,514,8121666,837,2023-07-14,2023-08-17,william71@example.com,0,1,1,2021-10-22,2021-06-11,71.67.24.182,null,Valid,918,1,2022-03-12 00:00:00.000000,2021-03-24,2021-11-07 16:50:09.171221,2024-01-21 14:50:22.821511
612,474,926,8133077,443,2023-05-18,2023-05-31,jlane@example.net,1,0,1,2023-12-13,2023-07-29,113.52.175.132,null,Valid,639,0,2021-03-26 00:00:00.000000,2022-11-04,2023-11-08 08:57:03.834736,2023-11-20 17:19:57.033586
905,53,998,8143447,463,2022-11-17,2023-06-05,phillipsjoshua@example.org,0,1,1,2022-02-26,2022-10-23,150.117.5.88,null,Valid,773,1,2022-04-08 00:00:00.000000,2021-09-02,2023-10-01 01:48:09.217764,2023-10-02 05:31:19.257462
627,395,11,8153810,82,2021-02-04,2021-08-14,jeffery42@example.net,0,1,0,2022-07-18,2022-12-19,52.20.30.155,null,Valid,857,0,2022-12-25 00:00:00.000000,2022-01-12,2023-11-25 18:15:54.591572,2023-11-29 13:29:19.461177
73,992,123,8157176,268,2021-07-25,2021-12-11,youngzachary@example.org,0,0,0,2021-06-06,2022-02-18,133.1.45.85,null,Valid,454,0,2021-05-02 00:00:00.000000,2021-03-25,2021-05-03 21:39:14.736511,2021-09-23 01:07:19.277938
503,371,820,8169530,357,2021-08-31,2023-12-03,wford@example.com,1,0,1,2023-04-05,2023-09-06,59.211.224.134,null,Valid,714,1,2022-04-27 00:00:00.000000,2023-01-22,2021-12-01 06:23:18.468951,2023-08-07 20:58:36.130112
161,146,391,8170543,919,2021-04-23,2021-07-13,carlsims@example.net,1,0,1,2023-05-26,2023-03-19,105.46.220.140,null,Valid,523,0,2022-02-04 00:00:00.000000,2022-02-03,2023-12-18 10:52:11.935281,2024-01-24 06:05:13.246695
817,498,533,8175392,82,2022-07-16,2023-06-15,ericadavis@example.org,1,1,0,2023-03-07,2022-08-19,204.164.41.220,null,Suspicious,845,1,2023-12-30 00:00:00.000000,2023-06-09,2021-08-21 00:24:41.636476,2023-12-21 05:36:21.429042
397,72,530,8184001,198,2021-06-05,2021-11-27,garzaelizabeth@example.net,1,1,1,2022-04-03,2023-10-11,192.177.123.226,null,Valid,640,0,2022-04-30 00:00:00.000000,2021-05-20,2022-12-02 02:04:51.734529,2023-01-18 10:32:52.343510
130,40,59,8185724,122,2022-04-07,2022-09-24,dylanpayne@example.org,1,1,1,2024-01-02,2023-05-10,49.157.218.234,null,Valid,325,0,2023-11-30 00:00:00.000000,2021-09-25,2021-12-13 00:13:53.564563,2022-07-29 01:27:44.434816
950,136,247,8196904,37,2021-09-17,2022-08-29,seandyer@example.com,0,1,1,2022-06-04,2022-05-19,144.211.64.56,null,Valid,726,1,2022-05-10 00:00:00.000000,2022-08-07,2021-02-04 19:58:39.400007,2024-01-07 04:05:40.999635
361,32,859,8201028,469,2023-05-02,2023-10-13,deleonandrew@example.net,0,1,0,2021-04-19,2022-07-27,21.148.238.123,null,Valid,310,0,2022-08-07 00:00:00.000000,2023-11-20,2023-11-05 11:20:11.027164,2023-11-30 08:08:32.365365
899,855,598,8217311,131,2023-01-29,2023-12-09,ohenderson@example.org,0,1,1,2023-07-28,2022-12-17,83.157.79.91,null,Valid,184,0,2021-11-08 00:00:00.000000,2022-08-13,2023-10-24 23:00:34.387297,2023-11-14 21:08:58.649113
317,987,350,8221404,39,2021-07-21,2022-09-12,floresheidi@example.com,1,1,0,2024-01-07,2023-07-27,35.237.136.129,null,Valid,423,1,2021-10-14 00:00:00.000000,2022-07-14,2021-08-18 15:43:59.679028,2023-11-10 19:49:14.847666
194,171,942,8241067,146,2022-05-24,2023-10-26,emily62@example.org,1,1,0,2023-03-18,2023-02-26,223.203.75.251,null,Invalid,479,1,2023-04-01 00:00:00.000000,2021-04-19,2022-12-19 22:18:05.166917,2022-12-28 06:13:36.955567
741,352,396,8246213,383,2021-07-05,2023-02-14,smithcatherine@example.net,0,1,1,2023-02-17,2022-11-16,185.243.46.191,null,Valid,419,0,2022-01-04 00:00:00.000000,2023-11-06,2022-04-26 02:16:22.148740,2023-06-09 16:37:48.658319
870,859,338,8252431,577,2022-01-08,2023-10-06,stevenmorgan@example.net,1,1,1,2022-11-09,2021-05-11,39.13.253.85,null,Valid,416,1,2021-05-01 00:00:00.000000,2022-02-01,2021-03-25 21:36:27.414807,2021-05-30 11:52:40.743004
539,387,977,8267530,923,2024-01-17,2024-01-18,spencer51@example.net,1,0,0,2023-08-27,2022-06-25,223.84.11.115,null,Suspicious,702,0,2021-04-06 00:00:00.000000,2021-05-10,2023-01-19 06:51:47.186757,2023-06-12 00:36:31.265483
400,45,219,8275064,648,2021-05-05,2021-08-25,sharon58@example.net,1,0,1,2023-07-17,2021-06-05,129.140.239.134,null,Valid,157,0,2022-07-08 00:00:00.000000,2023-04-14,2023-01-25 17:23:06.819143,2023-02-24 07:36:51.283729
231,48,330,8282424,282,2021-03-29,2023-04-14,allison54@example.net,1,0,1,2021-06-20,2022-08-07,138.254.192.255,null,Valid,688,1,2023-07-20 00:00:00.000000,2022-03-27,2022-01-16 14:58:35.461533,2022-10-21 10:49:48.710829
7,769,155,8291484,916,2022-09-16,2023-09-30,jose28@example.org,1,0,0,2024-01-02,2021-09-07,48.57.123.132,null,Valid,553,1,2022-11-11 00:00:00.000000,2023-01-18,2023-03-16 19:35:44.708464,2023-11-20 00:07:01.761410
673,688,50,8293540,967,2024-01-15,2024-01-18,jkramer@example.net,1,1,0,2021-02-28,2021-04-09,75.96.30.168,null,Valid,744,1,2021-01-27 00:00:00.000000,2024-01-08,2021-03-05 14:54:32.850923,2024-01-17 23:33:15.155580
76,618,109,8311310,949,2021-03-27,2022-02-28,jonesedward@example.org,0,1,0,2023-01-06,2023-10-17,1.238.100.46,null,Valid,12,0,2021-02-02 00:00:00.000000,2022-01-10,2021-04-22 17:24:57.849329,2023-06-22 10:09:12.275507
631,707,936,8317826,560,2023-03-02,2023-10-11,tmalone@example.com,0,1,1,2022-12-14,2022-09-08,218.180.124.149,null,Valid,977,0,2022-01-30 00:00:00.000000,2022-05-18,2023-12-07 07:50:24.735351,2024-01-17 22:26:23.135264
247,585,569,8334376,915,2023-11-29,2023-12-08,obrienmathew@example.net,0,0,0,2021-11-06,2022-09-08,143.68.217.21,null,Valid,264,0,2022-04-22 00:00:00.000000,2023-10-19,2021-08-03 12:13:32.790621,2022-11-21 15:27:30.960480
392,201,695,8335784,505,2022-03-13,2023-11-11,alexfarley@example.net,0,0,0,2023-04-13,2023-04-10,140.142.157.145,null,Valid,155,1,2021-07-27 00:00:00.000000,2023-02-23,2023-07-02 19:53:22.076465,2023-07-20 12:58:34.692115
721,15,233,8335945,372,2021-02-14,2021-06-30,justin91@example.org,0,1,0,2021-04-23,2021-06-24,19.22.208.204,null,Valid,459,1,2022-03-03 00:00:00.000000,2021-05-24,2021-07-16 12:41:05.692744,2023-10-31 13:44:12.973521
145,130,162,8350243,820,2022-03-20,2024-01-19,ischneider@example.org,1,1,1,2023-06-26,2021-01-24,41.238.105.160,null,Valid,464,0,2024-01-17 00:00:00.000000,2022-12-13,2021-08-23 15:20:55.826602,2022-08-14 02:13:00.806804
527,596,924,8353919,451,2023-11-08,2023-12-20,sarah29@example.net,1,0,1,2022-01-04,2021-06-02,110.61.238.214,null,Valid,465,0,2021-12-02 00:00:00.000000,2021-03-11,2022-02-22 03:57:38.592320,2023-11-29 17:19:38.993549
644,574,916,8363297,803,2021-11-27,2023-12-04,kdavies@example.com,0,1,0,2021-12-03,2022-06-16,94.146.240.41,null,Invalid,329,1,2022-11-22 00:00:00.000000,2023-06-21,2022-11-08 05:59:26.444409,2023-07-31 21:50:56.538812
478,116,555,8374979,647,2021-05-09,2022-12-05,castillobianca@example.com,0,0,1,2022-05-05,2021-09-29,91.187.151.162,null,Valid,158,0,2021-03-29 00:00:00.000000,2021-05-02,2022-07-27 20:55:03.708968,2022-12-23 23:26:02.134453
976,962,316,8376599,527,2023-01-09,2023-04-17,irasmussen@example.net,1,0,0,2021-04-07,2023-05-21,74.127.60.135,null,Invalid,804,0,2022-05-23 00:00:00.000000,2022-10-15,2024-01-16 20:51:10.496508,2024-01-23 11:59:37.144450
476,984,33,8387128,983,2022-04-23,2023-03-01,shayes@example.net,1,0,0,2021-11-20,2022-02-15,106.69.33.172,null,Valid,437,0,2023-01-08 00:00:00.000000,2023-03-15,2023-10-02 14:17:09.515876,2023-10-25 06:04:08.323311
162,941,322,8387703,647,2022-10-18,2023-10-26,cwolf@example.org,1,1,0,2022-12-02,2023-08-21,169.50.32.7,null,Valid,624,1,2023-05-06 00:00:00.000000,2021-07-31,2021-07-09 06:16:22.966282,2021-10-07 03:02:14.407875
645,602,572,8394026,504,2023-11-14,2023-12-20,sanchezjohn@example.org,0,0,0,2022-03-25,2023-07-20,171.20.159.0,null,Valid,411,0,2023-02-06 00:00:00.000000,2023-02-19,2023-11-21 13:53:40.947849,2023-12-10 11:40:01.496658
32,21,555,8410005,544,2022-09-24,2023-05-30,scottthomas@example.com,0,0,1,2021-09-21,2021-05-14,122.208.134.71,null,Valid,184,0,2022-09-02 00:00:00.000000,2023-10-01,2023-02-20 11:35:49.167484,2023-03-14 08:18:54.853386
884,61,502,8410534,181,2021-10-07,2022-12-01,brandy11@example.com,1,1,0,2021-01-24,2022-11-26,183.41.159.124,null,Valid,62,1,2022-09-27 00:00:00.000000,2021-06-11,2022-01-17 05:05:26.693849,2022-11-27 14:46:56.470245
98,16,57,8423458,606,2023-12-15,2023-12-27,samuel59@example.com,0,1,1,2021-11-16,2022-08-18,99.170.182.188,null,Valid,468,0,2022-12-24 00:00:00.000000,2022-07-05,2023-06-15 20:40:37.082012,2024-01-16 05:25:25.863634
923,185,868,8431608,489,2023-07-18,2023-07-21,barrrachael@example.net,0,0,1,2021-03-26,2023-07-16,196.164.26.243,null,Valid,932,0,2022-08-27 00:00:00.000000,2021-07-17,2021-06-15 23:13:59.963298,2023-07-06 09:08:38.286587
82,153,976,8447633,440,2023-05-14,2023-10-11,morgan04@example.org,0,0,0,2023-05-01,2022-11-15,76.169.83.137,null,Valid,409,0,2022-10-23 00:00:00.000000,2021-11-01,2022-06-07 02:38:28.007231,2023-11-18 13:47:08.199877
875,943,334,8460044,390,2021-05-18,2022-12-11,tallen@example.net,1,0,1,2021-05-18,2021-07-27,133.230.52.102,null,Suspicious,582,1,2022-09-09 00:00:00.000000,2023-03-15,2024-01-15 03:05:50.478906,2024-01-21 16:24:47.635464
675,690,2,8470886,564,2022-11-29,2023-07-18,egarcia@example.com,0,1,1,2021-07-06,2022-05-30,148.53.204.65,null,Valid,259,1,2023-12-26 00:00:00.000000,2021-11-26,2023-07-20 15:29:30.827290,2023-08-15 16:26:30.479860
207,577,22,8470984,688,2023-11-09,2023-12-23,ekennedy@example.net,0,0,1,2023-07-05,2021-11-29,171.111.146.109,null,Valid,729,0,2021-03-07 00:00:00.000000,2022-05-24,2023-08-20 07:04:33.406010,2023-12-17 13:40:44.397209
611,205,751,8478937,678,2023-05-21,2023-06-14,cruzmonica@example.org,1,1,1,2023-09-14,2023-08-08,77.236.50.148,null,Valid,941,1,2022-12-25 00:00:00.000000,2022-08-27,2021-04-03 13:30:52.581505,2022-01-11 10:26:24.126017
417,481,326,8501894,471,2022-03-16,2023-09-14,walkerrobert@example.com,1,0,0,2021-12-17,2022-07-06,131.239.107.6,null,Valid,116,1,2021-02-17 00:00:00.000000,2023-06-20,2022-08-20 07:06:22.046293,2023-08-30 14:49:03.355237
607,541,436,8510307,279,2022-09-08,2023-05-21,martinkatelyn@example.com,0,1,1,2021-08-15,2022-01-23,154.91.209.59,null,Invalid,308,0,2021-03-25 00:00:00.000000,2023-09-30,2021-03-13 12:20:23.284376,2022-04-29 10:21:36.863872
637,777,317,8514230,778,2021-05-07,2023-11-01,bmorales@example.net,1,0,1,2023-07-16,2023-12-23,9.197.153.227,null,Valid,654,1,2021-05-02 00:00:00.000000,2023-01-06,2021-05-16 17:27:09.104116,2022-12-26 12:28:10.264279
108,717,59,8526256,384,2021-03-06,2023-02-07,goldenrachel@example.org,1,1,0,2022-09-23,2022-04-04,174.246.43.170,null,Valid,539,1,2023-04-18 00:00:00.000000,2023-03-20,2023-06-15 18:24:25.243189,2023-12-09 14:48:46.066056
532,501,933,8526933,790,2023-09-15,2023-12-08,trevor21@example.com,1,1,0,2021-09-11,2023-07-01,147.65.80.38,null,Valid,857,0,2023-12-09 00:00:00.000000,2023-05-12,2022-01-01 03:35:34.438480,2023-12-06 13:43:58.657130
730,166,236,8546693,836,2024-01-16,2024-01-19,michael70@example.net,1,1,1,2022-10-21,2021-09-01,48.10.252.90,null,Invalid,122,1,2022-01-08 00:00:00.000000,2021-09-02,2023-09-23 18:48:09.682405,2023-12-05 03:03:42.914791
356,209,753,8555663,724,2021-02-22,2021-06-03,brian47@example.com,1,0,1,2023-12-09,2022-08-10,35.18.100.95,null,Valid,119,1,2023-05-20 00:00:00.000000,2022-11-03,2021-03-16 05:04:50.534976,2023-02-17 13:02:34.061574
258,782,293,8560303,98,2023-12-26,2024-01-11,christopherchavez@example.org,1,0,1,2023-01-04,2023-04-06,31.219.64.59,null,Valid,237,0,2022-07-16 00:00:00.000000,2023-04-22,2021-09-28 11:12:55.080193,2023-06-02 20:26:25.184186
321,794,446,8566672,158,2023-11-14,2023-12-25,steventurner@example.net,0,1,1,2023-01-18,2022-05-30,195.201.39.207,null,Valid,500,1,2022-10-26 00:00:00.000000,2024-01-03,2021-04-14 15:18:33.251819,2021-08-27 10:18:11.962999
222,401,165,8572386,205,2022-09-15,2024-01-09,jblair@example.net,1,0,0,2022-06-06,2021-11-24,199.217.241.24,null,Valid,630,0,2021-06-24 00:00:00.000000,2023-02-24,2023-12-22 07:05:34.356299,2024-01-02 15:40:36.379405
22,410,499,8580995,409,2021-11-04,2022-05-10,stephanie62@example.net,0,1,1,2023-07-08,2023-07-27,133.179.215.84,null,Valid,645,1,2021-12-27 00:00:00.000000,2023-06-02,2022-10-18 07:25:43.767630,2023-01-07 11:55:25.165727
597,642,180,8600896,258,2021-11-26,2022-04-13,andrew36@example.com,0,1,0,2023-03-19,2022-11-05,168.224.9.65,null,Valid,314,0,2023-09-27 00:00:00.000000,2023-06-12,2021-09-24 19:55:19.414428,2023-04-01 11:21:35.020352
169,523,909,8606158,51,2021-05-02,2022-02-12,wwagner@example.com,0,1,0,2022-03-04,2023-12-08,190.53.132.41,null,Valid,202,0,2023-12-15 00:00:00.000000,2023-03-22,2021-12-01 12:58:27.991812,2022-04-24 11:23:13.885951
931,646,672,8624467,603,2022-06-29,2022-12-07,markduncan@example.net,1,1,1,2022-10-05,2023-05-26,170.251.109.173,null,Suspicious,29,1,2022-02-19 00:00:00.000000,2023-11-25,2023-08-06 15:15:16.615419,2023-11-12 09:16:40.399778
185,506,607,8631956,564,2023-03-18,2023-12-23,gary83@example.net,1,0,0,2023-10-31,2023-05-29,165.59.85.125,null,Valid,190,0,2022-06-20 00:00:00.000000,2021-08-08,2021-11-28 04:37:41.438200,2022-03-13 08:36:49.830368
213,544,6,8641847,700,2023-06-10,2023-11-13,nwilliams@example.com,0,1,0,2023-03-20,2021-03-14,152.163.20.102,null,Invalid,199,1,2022-07-11 00:00:00.000000,2021-09-30,2021-10-08 05:58:43.578025,2023-01-20 07:24:02.202609
254,901,884,8653198,180,2021-01-29,2023-07-14,davidpatel@example.org,0,0,0,2023-02-26,2023-08-28,123.56.100.118,null,Valid,630,0,2024-01-17 00:00:00.000000,2021-07-28,2022-03-19 16:06:14.540713,2023-10-07 22:22:27.681245
642,492,325,8666063,9,2021-04-13,2022-01-03,micheleleonard@example.org,1,1,1,2022-01-31,2022-01-04,209.136.9.233,null,Valid,991,0,2023-12-15 00:00:00.000000,2022-08-06,2023-12-25 03:19:00.832169,2024-01-20 00:16:04.223645
811,945,531,8667148,328,2023-03-26,2023-06-29,alexander52@example.com,1,0,0,2023-03-22,2021-12-01,149.163.33.159,null,Valid,555,0,2021-05-23 00:00:00.000000,2022-07-27,2022-03-14 21:10:39.726003,2022-10-22 19:35:13.689062
123,882,652,8669107,989,2022-10-04,2023-07-15,mwilkerson@example.org,0,0,1,2023-07-08,2022-05-13,145.236.15.108,null,Valid,858,0,2021-03-07 00:00:00.000000,2023-05-09,2022-03-15 22:21:10.749156,2023-08-25 19:11:01.434248
740,922,871,8705935,79,2022-08-17,2022-12-18,kellyduffy@example.com,0,0,0,2021-02-05,2021-04-15,42.116.130.239,null,Valid,568,1,2021-02-18 00:00:00.000000,2021-02-16,2023-02-14 23:42:45.024498,2023-11-05 20:26:50.987062
