Consumer_Key,Consumer_Created_Source_System_Key,Consumer_Last_Update_Source_System_Key,Consumer_Web_Push_Opt_In_Opt_Out_Source_System_Key,Consumer_Privacy_Policy_Consent_Source_Key,Consumer_Class_Code_Key,CFDM_Channel_Code_Key,Consumer_Gender_Code_Key,Region_Code_Key,Affiliate_Code_Key,Market_Code_Key,Division_Code_Key,Consumer_Global_Unique_Identifier,Consumer_Level_Code,Consumer_Valid_Record_Indicator,Consumer_Version_Number,Consumer_Offline_Identifier,Consumer_POS_Identifier,Consumer_Online_Identifier,Consumer_Salutation_Code,Consumer_First_Name,Consumer_Middle_Name,Consumer_Last_Name,Consumer_Language_Code,Consumer_Birth_Day_Number,Consumer_Birth_Month_Number,Consumer_Birth_Year_Number,Consumer_Loyalty_Opt_In_Opt_Out_Indicator,Consumer_Web_Push_Opt_In_Opt_Out_Indicator,Consumer_Anonymization_Indicator,Consumer_Pending_Braze_Archival_Indicator,Consumer_Pending_Braze_Archival_Date,Consumer_Web_Push_Opt_In_Opt_Out_Update_Date,Consumer_Online_Registration_Date,Consumer_Online_Registration_Status_Code,Consumer_Offline_Registration_Date,Consumer_Registration_Store_Identifier,Consumer_Archived_In_Braze_Indicator,Consumer_Profile_Update_Indicator,Consumer_Profile_Last_Update_Date,Consumer_Privacy_Policy_Consent_Date,Consumer_Privacy_Policy_Reconsent_Date,Consumer_Anonymization_Timestamp,Consumer_Record_Created_Timestamp,Consumer_Record_Modified_Timestamp
8526933,15,15,15,135,900,2,1,10,637487,1,17,c541f0aa-451d-42de-a7c7-0207d967289c,global,1,2,6759dd9c-d307-4d54-9197-13b6db06b965,cb240bd9-ec93-4e02-a14c-f9a6625b617b,2100846b-b605-4a39-a0c6-0d838706807c,9975c39a5edd37086053bbdc9c623244,Jonathan,Christopher,Stephens,EN,25,4,1990,1,1,1,1,2023-04-27,2023-03-13,2021-04-10,registered,,,0,0,2021-12-31,2023-03-03,,2021-11-28T19:12:37.472Z,2021-11-28T19:12:37.472Z,2022-09-07T16:22:00.677Z
8546693,5,5,5,800,360,7,1,10,786616,1,17,2dc4d0d1-7465-4239-8824-572ae99f0798,global,1,4,551af5de-4b6f-429c-b825-b3b1992a1248,44232403-b56c-48fc-ae10-160d4b426dd3,d612491b-bb12-4690-945c-078bba9c3813,738ae7a655a5c584f138808d33fea85a,Jeffrey,Mitchell,Duran,EN,29,4,1946,1,0,1,1,2021-10-04,2023-11-08,2021-07-05,registered,,,0,1,2022-01-06,,2022-12-24,2023-07-09T10:36:43.481Z,2023-07-09T10:36:43.481Z,2024-01-19T23:34:54.426Z
8555663,31,31,31,815,469,2,2,10,539655,1,1,6c4f2604-a717-407d-86b2-db24b301dadb,global,1,4,24b6d9ae-c1ca-4222-bb98-246d9873f78f,560220be-204c-41e8-ae40-033abec7d126,ce97b6a1-e2f1-4d54-bd43-6f8ac36e8be8,3a14c0c46adf6cedbfbba4c016ecb3f1,Crystal,Elizabeth,Neal,EN,20,9,1964,0,1,0,1,2022-07-13,2022-07-30,,,2022-07-04,a9e896a4-5aa0-4a7f-bf53-0517de59b1e2,1,0,2022-06-19,2023-06-27,2023-01-12,2021-02-18T15:16:58.100Z,2021-02-18T15:16:58.100Z,2023-04-06T09:23:57.064Z
8560303,47,47,47,28,523,9,1,10,391459,1,11,4c7cdb43-96e0-4539-93df-d30951169451,global,1,5,d2583bd9-8444-4451-b6e6-a825e8e07449,f7c09db6-e153-468c-8356-a9e157a271e7,1500dbfb-f830-4f6d-a017-f4aafa7acbca,b7c644a5c4e098bc6c16b253949127f9,Elizabeth,Diane,Tucker,EN,1,12,1973,1,1,1,1,2022-01-30,2023-08-05,2022-12-18,registered,,,0,1,2022-03-02,2021-04-03,,2022-11-24T21:40:13.717Z,2022-11-24T21:40:13.717Z,2023-10-28T20:03:37.402Z
8566672,46,46,46,327,160,3,1,10,361350,1,99,bde8d5b6-c456-46cf-acbd-3bbc807dcb4a,global,1,5,f3e64867-c800-4313-a9f4-1c9a190dba28,c6d20411-d714-41b7-9c41-7a03260a0c66,268b74ec-f812-4bd3-b5f9-bf08cd7d5470,1ab65b766fd4300bca0bf79fcfee13ef,Stephanie,Brenda,Cole,EN,31,1,1958,1,1,1,0,2023-08-21,2021-10-17,2023-04-17,registered,,,1,1,2022-01-05,,2021-07-08,2021-10-31T16:09:46.370Z,2021-10-31T16:09:46.370Z,2023-01-04T03:16:30.972Z
8572386,13,13,13,344,963,7,1,10,423121,1,3,a8173209-ac9d-4b5f-a0c2-dd62c9b87c27,global,1,9,6037724a-6094-4bff-8ec6-d457c28a1ade,eec29363-60f4-42d3-aa8e-4acf50e71cac,290acfb3-fd37-4a46-ae4f-51959f832407,bd0c7b05c98d85c22e8c7fa39ee3cd34,Craig,Brian,Williams,EN,15,6,1958,1,1,1,0,2021-05-22,2022-02-14,,,,,1,0,2021-03-01,,2021-12-02,2021-03-15T15:25:57.532Z,2021-03-15T15:25:57.532Z,2023-05-04T22:07:36.441Z
8580995,50,50,50,556,335,10,2,10,413936,1,11,e1d00ee5-d97a-451e-9d98-a535ca5a8448,global,0,11,1d23ed2a-eb1e-4bbf-abf9-1c94d6da9d8a,bf6795e3-54fe-405b-a9f6-27b2215bac49,68891b98-d96d-4cc2-8ecd-05ee416c055f,0ab42046ac40fe7fdb213f79f5fdc4a8,Alan,Daniel,Moore,EN,10,6,1949,1,0,0,0,2021-07-08,2022-12-01,,,2022-05-24,e9774c82-ac32-4308-832b-8f580218eaf9,1,0,2023-07-19,,,2024-01-24T03:40:28.916Z,2024-01-24T03:40:28.916Z,2024-01-25T04:56:51.369Z
8600896,13,13,13,426,849,1,1,10,189736,1,36,571d8ac0-049e-4a6c-afe9-71d47dad0dab,global,1,1,33a095c3-8358-4358-9d22-e553e8f0943a,1c01fae6-df6a-4d09-95ac-7341ad607636,610aa321-130f-44da-bec6-de06865c9d0f,11a9941edc63dfa6d7fbfdda7221e822,Michael,Allen,Adams,EN,18,2,1976,1,0,0,1,2021-09-01,2021-01-28,2022-12-13,pending,,,0,0,2021-07-31,,2021-09-01,2023-03-08T16:46:42.128Z,2023-03-08T16:46:42.128Z,2023-10-11T17:33:50.477Z
8606158,5,5,5,44,563,3,2,10,818173,1,22,772b94be-7ebc-4985-8c72-c3ea844d4cc4,global,0,9,000623a9-8af2-45be-a6ea-a670093c6251,1dc169dc-ee75-4fb5-bec2-de11eb7f9f91,dba5dbb4-ffaa-42c8-8410-93a8e3c1ee4f,4a97e73261a2fa229f9d33e309031823,Christina,Courtney,Carson,EN,19,11,1943,0,0,1,0,2021-02-26,2022-01-02,2022-10-04,registered,,,1,0,2023-09-26,2021-03-28,,2023-11-15T03:12:25.865Z,2023-11-15T03:12:25.865Z,2023-11-29T17:56:19.588Z
8624467,46,46,46,374,240,7,1,10,230263,1,12,e3cb2def-a832-464d-a4f1-a0af042cb8c4,global,0,7,72303b01-5cc8-4a32-8589-818cce5e073e,a71e8bbd-6bff-49d9-b5c1-fea77d8272e0,d74fe813-d9d6-4851-88b1-b197f4335c40,c30c57b8f1d8db00d96f949e8f9fcd8d,Ashley,Angela,Elliott,EN,24,9,1996,1,1,0,1,2022-08-22,2021-02-04,2022-01-21,registered,,,0,0,2021-07-29,2023-01-01,,2022-10-15T14:50:45.218Z,2022-10-15T14:50:45.218Z,2022-12-16T14:30:56.217Z
8631956,25,25,25,818,971,9,1,10,418072,1,12,50235bc2-1ebd-492a-b3d1-4f13a2f99752,global,0,4,e9a3f633-e35c-478c-bbd5-1a634c7bb75a,b4672373-475a-484a-a6e1-e526541aa3dc,14e0b137-2dff-4fb8-a058-fe66e48e3329,71d2f93f51095b9e25cc8a4784a7d861,Eric,Tony,Archer,EN,14,12,1977,1,1,1,0,2022-03-23,2022-02-27,2022-01-16,pending,,,1,1,2021-11-04,2022-08-14,,2022-04-30T15:51:18.783Z,2022-04-30T15:51:18.783Z,2023-06-08T10:28:38.603Z
8641847,10,10,10,287,646,3,2,10,697503,1,3,b3c2795c-6eb7-4ec0-8f94-5748ed785527,global,1,3,3fabb9b5-514c-46fe-a0c3-a9b6360642af,dcba1152-e487-4630-b542-9d0e1930811f,97cc9eb4-3fdd-4d89-8063-fb87ca4f4d05,cea19531ecf2fd1f4a9b024db2ae6f2d,Jeffrey,Michael,Greer,EN,8,11,2002,0,1,1,0,2022-02-28,2023-03-31,2021-08-20,registered,,,0,1,2022-10-25,2023-12-30,2021-11-10,2021-06-21T05:50:52.210Z,2021-06-21T05:50:52.210Z,2022-01-10T22:41:31.395Z
8653198,38,38,38,877,480,10,1,10,324279,1,12,213432a5-63b3-4a4f-80e4-008f53ecb977,global,1,12,4968f13d-6275-45e7-bb06-18622e029c37,956194a3-9bcb-484d-a89a-d5b8f6b131a0,6406374a-f734-458e-a890-5a183db5b77e,b43a4db64ea1418246a6e317917d307d,Erik,David,Boyd,EN,6,10,1977,0,0,1,1,2021-11-04,2022-03-11,2021-07-09,registered,,,0,1,2023-04-10,2023-08-23,2022-11-11,2021-08-18T04:32:36.613Z,2021-08-18T04:32:36.613Z,2023-06-21T03:26:14.256Z
8666063,27,27,27,436,378,4,1,10,752311,1,17,8086b4bd-814a-4d00-899c-2f5cadb30e49,global,1,2,f8ed2141-16d7-49e9-a44a-d83e2b2ae0ef,d84930c6-1c2a-4a41-8c08-93cf6a8c1ac9,5a621b84-e2cf-458e-8e72-c4e2a8f6cab5,aa55739aab59a2bba24fe9e7b5d1673e,Brandy,Sabrina,Brown,EN,18,7,1954,0,0,1,1,2022-08-18,2021-05-31,,,,,1,1,2022-07-22,2022-08-29,2022-01-17,2021-01-31T20:48:36.715Z,2021-01-31T20:48:36.715Z,2022-03-23T09:57:13.535Z
8667148,49,49,49,268,309,6,2,10,776231,1,36,f27c1519-058c-424b-819a-78a8bd8d98a2,global,1,2,3800cc17-258d-4edb-bc5b-d96501e9c88e,940d3cc5-2159-45cd-bda4-3856ea4bfa8c,8f8ba03c-722c-45b3-b0b0-b9e00910cb90,0756b7af84deede9a9c8e71a66192b03,Karen,Kristin,Mcgee,EN,11,7,1989,0,1,1,1,2021-03-05,2021-11-26,2023-12-23,registered,,,0,1,2021-10-10,2022-08-15,2021-11-14,2023-04-29T22:29:55.040Z,2023-04-29T22:29:55.040Z,2023-07-17T10:56:44.935Z
8669107,3,3,3,338,669,4,2,10,122088,1,21,c21ead29-58ec-4233-94e9-f8e37f040fc5,global,1,1,a7de2fe6-6882-44b4-971a-e9ce9ff5f139,afe6650e-9146-4403-a45d-a4a62e4a1d27,e82fd855-e0a7-4ba4-9b18-c8e2660d1f86,bc8cb586b49c3d916a2664dc316c24ce,Abigail,Kelly,Watson,EN,1,8,1995,1,0,1,0,2022-12-04,2022-05-19,2021-10-11,registered,,,1,0,2023-08-10,,,2024-01-09T15:59:13.239Z,2024-01-09T15:59:13.239Z,2024-01-12T07:45:55.411Z
8705935,6,6,6,687,576,7,1,10,491089,1,1,5f45146f-6693-4bd4-90b2-5bc86167939d,global,1,3,1ea1202c-06a6-494f-8b22-b463c37a23f7,cdbdc9ef-fde1-4c06-ba94-158f3b50e23a,b19ae18d-1866-42e0-b3ef-d245d4503451,3f4ed5a7de7ecbb7b0a35f8c1430310f,Hannah,Jennifer,Duncan,EN,8,4,2001,0,0,1,1,2021-11-07,2022-11-16,,,,,0,1,2023-10-06,,2023-09-05,2021-11-09T17:43:52.261Z,2021-11-09T17:43:52.261Z,2022-05-04T19:33:44.173Z
8727345,38,38,38,501,715,8,2,10,166862,1,10,a58173f5-fceb-49a0-add3-eea186fa2cea,global,1,7,a15951ff-50e1-4e15-8f31-561d33d38f63,1a5d5cd8-62fe-453b-9b2f-2622f5554e0e,d0993ed3-a077-4acc-9060-baa1b2ea30d6,19e9beec56570cc2eea60cb0375778b5,Robert,Danny,Hernandez,EN,29,7,2001,1,1,1,1,2023-07-26,2021-10-29,,,,,1,1,2023-03-23,,2021-10-21,2021-11-28T19:18:40.737Z,2021-11-28T19:18:40.737Z,2023-07-17T20:43:44.091Z
8738871,18,18,18,962,566,5,1,10,933074,1,1,fb31e57d-a46c-47c7-a581-93936e3709ea,global,1,1,f8b8f109-c754-4720-9f08-4addaacb05b7,ccda28b7-c1fd-496a-ae4d-4cf4d8fdda8b,304017c8-e87f-44b6-804e-a23bc2d5b972,fdd48d305b221ce31a15522d58ecf9f5,Matthew,John,Jones,EN,1,7,1991,0,0,0,0,2021-03-09,2021-07-19,,,,,0,0,2022-03-03,2022-03-27,2022-09-08,2023-01-16T11:04:25.654Z,2023-01-16T11:04:25.654Z,2023-08-22T01:50:44.927Z
8744136,12,12,12,271,796,10,1,10,972272,1,99,8f44f194-ef05-4737-8424-40ec897dfb4e,global,1,2,cbf8bfcf-2a15-4b9a-aa93-0313bf354f3b,926f85e5-bb9b-409c-9c61-46e91aeacd85,c7bd4ae9-cd8e-4c3a-8afe-321d2ee170b5,b07f44fcfc86178201208e4daa5f3559,Amanda,Rebecca,Willis,EN,7,12,1955,1,0,0,0,2023-04-09,2022-04-05,2022-09-15,registered,,,0,0,2021-10-23,,,2023-02-28T00:55:03.967Z,2023-02-28T00:55:03.967Z,2023-05-05T13:17:03.688Z
8755065,3,3,3,181,511,4,1,10,939785,1,36,90277ee3-082a-4853-910b-1224261828ae,global,1,10,43c623d3-c5db-4615-94c8-07d2a0a0d106,56251b5b-b1f4-4d7c-ad8c-a05b675f608f,b83f3d44-1a43-40fe-987e-4f63ac078513,d19a873b42616acd60e01204eb67d0bc,Aaron,Paul,Brown,EN,24,6,1992,0,0,0,0,2023-03-26,2021-08-21,2022-06-25,registered,,,0,0,2021-04-09,2022-09-12,2022-03-26,2022-11-05T15:56:22.788Z,2022-11-05T15:56:22.788Z,2023-06-18T10:46:40.134Z
8760942,16,16,16,289,626,4,2,10,686075,1,1,b8255a47-805c-4957-9b5e-73f5dfc301e0,global,1,11,3831c272-2821-4ffb-85b8-fa8ac8e03618,b8a1e91b-205c-4d40-aa39-4e03389c950e,5c89d4cd-9e9c-404d-bf01-be6935b33f84,2eec5aaf54474ede9f8c265e3bf81e58,Daniel,Brandon,Young,EN,10,5,1992,1,1,0,0,2023-11-01,2021-10-27,2021-12-14,registered,,,0,1,2023-05-27,2023-03-09,,2023-07-12T06:36:06.805Z,2023-07-12T06:36:06.805Z,2023-07-26T08:57:44.150Z
8778648,15,15,15,126,723,2,1,10,152289,1,21,868f0bbd-8af0-4f80-bf2d-dc3f898ee87e,global,0,3,ea9390c6-662b-4545-b208-32bf8e891174,4bd22024-bc6c-48be-aaef-6109dc184e80,dd0f0fda-595b-4a8a-9178-b3c41248124a,dc53a724e02c42e09a22e2bf61328591,Jeanne,Denise,Cardenas,EN,13,3,1963,1,0,0,1,2021-10-25,2023-12-02,2021-02-23,registered,,,1,0,2021-02-08,2024-01-16,,2021-11-05T05:22:38.237Z,2021-11-05T05:22:38.237Z,2022-06-10T05:27:03.637Z
8786271,12,12,12,599,372,1,2,10,765038,1,21,915e5ed6-85f0-4a78-8ae9-ecf1f23e28bc,global,0,5,d1c888ae-78ff-4933-9024-bb92442f9ab4,8773c371-09ba-476e-8f47-a5ddc9e39fce,25aa02ec-8314-4d1c-981f-b81d923e1e72,f31c35dbf0c835b9bc454ecf9b5039c0,Kyle,Jose,Anthony,EN,21,3,1999,1,1,1,1,2023-04-20,2023-01-18,2021-05-25,registered,,,1,1,2023-05-24,,2023-01-24,2021-03-08T12:55:26.304Z,2021-03-08T12:55:26.304Z,2021-07-26T09:21:20.139Z
8789905,16,16,16,854,543,7,1,10,779099,1,10,dc5b363c-0533-4d90-a525-645da6e870b2,global,0,11,f760bed1-965c-4c21-b41d-d788f6ba608a,5f22b54e-213e-4804-b649-486ad35641b6,82713595-62e3-4cc3-8162-f276a05f5439,73829bc47f8326b04b0355134a96c7ee,Kevin,Michael,Reed,EN,3,2,1953,0,0,1,1,2021-06-23,2023-09-26,,,,,1,1,2022-11-27,2024-01-21,2023-11-17,2023-12-07T13:09:14.087Z,2023-12-07T13:09:14.087Z,2024-01-18T12:22:53.982Z
8799495,49,49,49,307,747,4,1,10,551675,1,17,dd13f4e7-9afc-4d5c-880c-fb3d5fd589c9,global,0,9,37e97e37-8f93-48d3-b5a4-9ee796342823,6c6b60dc-46c2-4f27-b414-6dafdfa2f5e1,3724721d-caab-4221-af2e-ab722ca23c4f,f257e9abdc75b079482d6530c9f5f9a3,Alexander,Robert,Wilkerson,EN,21,3,1985,1,0,0,0,2023-10-01,2022-10-02,,,2021-02-14,a217ea9b-a221-4766-8cbf-34afbebe4bce,0,0,2021-08-08,,2021-06-13,2021-12-09T08:15:16.652Z,2021-12-09T08:15:16.652Z,2022-02-01T17:17:34.383Z
8810010,20,20,20,954,105,8,2,10,783669,1,17,fd24f0a6-13c1-4752-8a4f-6657f0aaabd8,global,0,6,03324bc5-62bf-4f5b-981b-fef5671ab653,06f339c5-1c9a-49a6-947f-f47e5e0aabea,20c9f08f-2093-445b-bba4-e3f41cfd3702,3e078ecebd03379f1675020a74741a9e,Jacob,Anthony,Reid,EN,12,2,1979,1,1,1,1,2022-03-07,2024-01-16,2022-05-12,registered,,,1,0,2023-09-13,2021-10-30,,2022-07-27T15:04:09.846Z,2022-07-27T15:04:09.846Z,2023-05-19T22:07:13.308Z
8838089,39,39,39,4,556,1,2,10,718245,1,36,2be5c128-1405-4b2a-a128-99ae795b383d,global,1,11,0ae1ea90-affd-4323-885b-b0edf463176e,ee81c13d-9149-4544-8519-bdbb930937ec,c754251e-ab7f-49f6-a305-efa0d8e868d8,7311a1dd3143850b42bc9ba94d7f35da,Michael,Arthur,Vega,EN,4,10,1987,0,1,1,0,2022-01-17,2023-09-28,2021-03-03,pending,,,0,0,2022-11-15,2023-03-26,2022-02-10,2021-06-21T02:34:11.958Z,2021-06-21T02:34:11.958Z,2021-12-02T10:53:04.934Z
8843923,28,28,28,141,360,8,2,10,602378,1,1,0bb2f3bb-f7af-48e2-9486-72648af0617d,global,0,9,21e81827-9bda-4b3e-bb87-684da4aa0644,52eb1359-fc2d-45e3-9d8e-9f4eff8529fe,ad95843b-d0a3-492f-a7e7-f5deda128708,b978ef8748527202c1d70e4c28fdbaf1,Julie,Ana,Morton,EN,22,2,1954,0,1,0,1,2021-04-17,2023-11-11,,,2022-10-14,6689cf9e-cd8b-4b82-8739-b0763ac96203,0,0,2022-08-21,2023-05-04,,2021-09-10T17:51:03.068Z,2021-09-10T17:51:03.068Z,2023-06-09T20:23:06.860Z
8852934,10,10,10,430,97,5,2,10,922110,1,26,e9f63fa0-7b2f-4e49-9854-f5263685a2eb,global,0,5,a9457e13-91aa-4625-845e-1e1be543aa98,742078f1-8594-4b58-bfe2-f29b918bffaa,183081f4-5546-4a8b-b127-aa91d680ddb6,cb53835a9f9e80e2326a698b8a92aad3,Angela,Patricia,Sanchez,EN,31,1,1949,1,1,1,1,2021-09-07,2021-12-29,2022-12-16,registered,,,0,0,2021-10-13,2023-03-16,,2023-10-19T23:26:23.891Z,2023-10-19T23:26:23.891Z,2023-12-27T07:41:22.004Z
8856450,28,28,28,96,703,6,1,10,407178,1,22,530c1908-fae8-42e3-9f56-03f60bea0954,global,0,10,e48b0cb2-27bb-4169-ac2b-aba58a2cb2f5,52531885-4511-4654-a671-300758ed80ec,61f5ac82-9e43-4062-9418-b48777d79aa9,f3d68c89030a68c4877b3b68156340d1,Pamela,Denise,Guzman,EN,8,11,1954,1,1,0,0,2022-08-25,2022-01-25,,,,,1,1,2023-10-21,,2023-01-11,2022-01-11T08:36:20.061Z,2022-01-11T08:36:20.061Z,2023-04-20T06:35:51.022Z
8862165,7,7,7,465,634,1,1,10,399123,1,12,48240e0c-a472-4cc2-8c5d-e8b24597c2c2,global,0,12,447ed0db-6a0b-4f4f-a7f3-327b0032b2e4,a0a45173-eb1e-409e-b974-9999df9a9c10,c34846a4-a082-4718-87d7-ef35e8c4eb38,de372495ad9eacc7840fba331a25da78,Donald,Curtis,Hunter,EN,14,12,1946,1,1,1,0,2023-11-21,2021-10-18,,,2023-03-13,e56a3973-9474-4208-a20f-d60490bf09a4,1,1,2022-09-04,,,2021-07-31T23:42:00.261Z,2021-07-31T23:42:00.261Z,2021-10-08T13:30:11.910Z
8863720,39,39,39,148,166,7,2,10,310125,1,26,a2ab7a5c-1ea8-4148-83ec-a1617f3fbbbf,global,1,8,d08928d4-29b7-4dcd-9338-116b3b532f48,79c4bd18-aff3-46da-9f4b-59f9555313ba,2d2ed8bf-d8a2-448a-9d9b-e648d5979355,b13b294fb229718313779aa0dda2b4c2,Gregg,James,Anderson,EN,16,10,2002,0,0,1,1,2022-11-28,2022-12-31,,,2021-09-29,adb83d89-b79b-4dac-ae6b-0f307bb5148c,0,0,2023-06-22,,2022-07-05,2022-05-02T10:16:25.664Z,2022-05-02T10:16:25.664Z,2022-11-18T06:58:40.081Z
8888533,4,4,4,336,230,9,2,10,617222,1,21,26a3c355-1296-4884-9e4f-1d50117d1389,global,0,10,e9fa7683-fc69-49e9-bfb6-de4e7e0f6bd2,0cd96a22-56d9-4411-9081-d4f13c383bbe,b00fa616-53d9-49cf-a429-92ca7f70a332,9a5880ee27abf01634983fe7d7a31f1b,Christine,Tammy,Garcia,EN,2,2,1983,1,1,0,0,2022-06-24,2023-01-01,,,2023-10-06,72e3e1a9-11da-4bf6-aba7-423e45d37d3f,1,0,2021-12-07,,2022-03-10,2023-03-06T01:09:45.341Z,2023-03-06T01:09:45.341Z,2023-06-29T09:29:46.930Z
8892874,13,13,13,942,294,4,1,10,636711,1,3,9c7a25e4-2874-47b9-b83d-b62f59922e22,global,1,9,3169cd47-fe51-41a0-a6a1-e54e7d3c3eee,c2643ca9-a1e8-4a4c-8745-e4d729dec2a9,b2999294-1e9a-4950-a4b3-61c53c6fd8e6,b565500e93130bc362d34ce78faaa635,Wendy,Lauren,Hunt,EN,4,10,2001,1,1,1,1,2023-11-17,2022-08-22,2024-01-12,registered,,,1,0,2022-04-09,2023-08-10,,2021-11-22T05:27:43.808Z,2021-11-22T05:27:43.808Z,2023-06-16T01:35:47.750Z
8908763,4,4,4,90,362,6,2,10,868778,1,99,1811616e-7130-4986-8fca-26bdde8ddf7f,global,0,6,1ecf81b4-3830-485e-aaef-6c8322a433f4,e4bbd665-5980-4631-bc86-61b720858035,a9f77cf7-5f9d-43ba-9266-cacb7bdd4811,3302764f87d5f4f1d59aaeba5fb6b49d,Beth,Autumn,Tate,EN,21,9,1985,0,0,0,1,2024-01-18,2023-02-11,,,2021-02-23,8e8a62b3-1c17-4bc5-af02-e312dfa61b5d,1,1,2021-06-25,,,2022-02-14T09:58:26.551Z,2022-02-14T09:58:26.551Z,2023-10-27T16:54:08.558Z
8948555,50,50,50,309,909,9,1,10,256487,1,11,72a4d3c3-c06a-489b-be61-a5da2ee01c8b,global,1,3,762c9401-ebad-45df-99c4-ffb5072df337,0e25e814-0d25-4aed-a125-e139e9081450,3bc7f2e0-5e30-417b-8d12-07fb647402a7,6d056cd8b413900e30663a77e9c2a195,Erin,Cynthia,West,EN,5,12,1945,1,0,1,1,2023-05-07,2021-08-01,,,,,0,0,2022-05-14,2023-02-06,2022-09-27,2021-07-19T09:18:58.495Z,2021-07-19T09:18:58.495Z,2022-03-08T02:03:24.202Z
8953515,12,12,12,389,923,5,2,10,316153,1,17,77b045d2-72be-472c-a663-a1a7710251fb,global,1,2,2450813e-65dc-4ba4-906d-558040d02171,c9b27d70-0bea-44cd-b3e6-22cc260b0c35,fc8a4588-cf3a-49a5-9b58-ccd1b62c3ecc,d7e5030e871ee78f1c12ef67176253a1,Lauren,Kristi,Smith,EN,16,5,1990,0,0,1,1,2022-09-28,2023-06-03,,,2023-04-13,809e183a-0af0-4cdb-8bef-61e565d6c9db,0,1,2023-12-10,2023-12-09,2022-06-04,2023-10-29T06:10:30.900Z,2023-10-29T06:10:30.900Z,2023-12-03T05:54:56.791Z
8959903,12,12,12,668,842,3,1,10,193643,1,17,4d6c657e-fa44-47b8-a6c1-a9f827731382,global,0,1,dc42310d-6d1f-46c3-b3c5-06d1924e4ea8,885918ae-f776-4b28-bfb6-35fad75e7737,cebcc32a-582e-4b11-a37a-677ad4668f95,f5e0974be922ff7d9f3b0463fcf6a155,Brian,Jason,Robinson,EN,6,8,1968,0,1,1,1,2023-07-31,2023-05-09,,,2022-07-23,331c0e9d-bcc2-4b97-b389-d858f210d45e,1,1,2022-11-20,,2022-08-14,2021-11-05T02:58:36.960Z,2021-11-05T02:58:36.960Z,2022-12-02T14:48:17.403Z
8979530,7,7,7,444,279,4,2,10,172995,1,12,7b3400de-985b-441d-a7fd-65b9e502dc68,global,0,1,8d4ccc3c-cd3a-40d4-81da-a0449699e293,5ea57083-9af3-43a8-966c-8a5a82e72eea,a02d785d-eaf7-4b5e-9706-bc2513c3c868,9687255f6351dfbf85a8caf2284a5371,James,Andrew,Durham,EN,2,7,1976,0,1,0,0,2023-06-20,2023-05-10,2023-12-30,registered,,,1,1,2022-04-07,,2022-02-16,2023-12-02T05:30:28.630Z,2023-12-02T05:30:28.630Z,2023-12-24T02:27:58.327Z
8997785,8,8,8,24,363,9,2,10,206283,1,36,931f93e7-c3f8-4e46-9afd-e62b642adbe6,global,1,12,b927ebe5-06f7-4de8-ba50-196c4c7c688f,78bde6c1-a7b5-45bd-aa87-1642209b1032,4febcacb-ca1a-4a5c-949c-3eefa8d2c318,cfdb2e8e707474fe91893ffeab01b7bd,Shawn,Pedro,Myers,EN,4,5,1969,0,0,1,0,2021-05-16,2023-08-29,,,2023-03-01,4987e8f4-b75a-4ce5-a9b8-d90a719de119,1,1,2021-05-13,2023-07-24,2022-08-22,2022-07-17T21:27:24.673Z,2022-07-17T21:27:24.673Z,2023-03-12T21:39:35.818Z
9000844,41,41,41,939,746,2,1,10,382424,1,38,39b383ba-97f5-48fe-befc-9296ad92251b,global,1,3,654a792e-258c-4c66-8fe2-b5f08aa497e8,94416141-591f-45bd-9584-ee132991bbe5,06d661f7-dcbc-4ae7-9663-c136e25313ab,3541191809e08013caa4ba42bd366272,William,Eric,Caldwell,EN,27,11,1997,1,1,1,0,2023-07-23,2021-10-17,,,2022-10-11,54ee7bd5-060e-444d-97a9-73f78060f8d0,1,1,2023-06-03,2022-05-23,,2022-02-13T06:08:25.436Z,2022-02-13T06:08:25.436Z,2023-04-05T05:31:02.892Z
9003903,41,41,41,455,607,4,2,10,812894,1,12,ce93c03b-977b-4d3b-8994-3df692a66989,global,1,12,c8b7b460-9096-4add-83d0-e8dcb66cbe42,363542dd-bb0e-401c-9d4c-aedc5e581e53,f8e80207-196a-4a42-b8b1-a863935a76db,9973a90bc452420deedba18954e6273b,Jeffrey,Brandon,Nichols,EN,16,10,1978,1,0,0,0,2021-03-24,2022-12-23,2021-06-19,registered,,,0,0,2023-08-28,,,2022-01-18T19:36:13.300Z,2022-01-18T19:36:13.300Z,2023-01-21T04:44:01.831Z
9004975,44,44,44,685,573,1,1,10,512305,1,11,dfca9a18-cbd6-4f15-82a7-b47634cbadae,global,1,7,8e5b47c4-e9a4-4c2d-a73f-428589a2234f,0105e2f1-6d6f-4335-9127-19e34377d1b1,5bdf6baf-3bfa-42e3-a96c-7464ccc7e00a,fd1cc5d05986e0b7781299778c15c477,Dwayne,Roger,Shaw,EN,2,6,1955,0,1,0,1,2023-08-17,2022-04-03,,,,,1,0,2022-10-18,,2023-03-15,2022-08-14T10:38:35.107Z,2022-08-14T10:38:35.107Z,2023-02-10T15:18:57.202Z
